sample	P057	P054	P052	P050	P049	P048	P047	P046	P044	P043	P042	P039	P037	P036	P035	P034	P029	P028	P027	P014	P007	P006	P003	P002	MSM_L2_F2	MSM_L2_F1	MSM_L2_E8	MSM_L2_E7	MSM_L2_E5	MSM_L2_E3	MSM_L2_E12	MSM_L2_E11	MSM_L2_D9	MSM_L2_D5	MSM_L2_D2	MSM_L2_C9	MSM_L2_C8	MSM_L2_C7	MSM_L2_C6	MSM_L2_C2	MSM_L2_C1	MSM_L2_B9	MSM_L2_B8	MSM_L2_B6	MSM_L2_B5	MSM_L2_B12	MSM_L2_B11	MSM_L2_A8	MSM_L2_A5	MSM_L2_A1	MSM_L2_A12	MSM_L2_A10
Eggerthellaceae_bacterium|t__SGB14786	0.0	0.0	0.03813	0.0	0.01285	0.02296	0.0	0.03708	0.0	0.03649	0.0	0.02673	0.0	0.00861	0.0	0.0251	0.0	0.02877	0.0	0.0	0.0109	0.0	0.20123	0.0068	0.0	0.0	0.00042	0.03053	0.0	0.01361	0.0	0.00037	0.0	0.0	0.0	0.00192	0.00608	0.0	0.0	0.0	0.0	0.0	0.00747	0.01053	0.0	0.0	0.0	0.0	0.0082	0.00024	0.01802	0.10367
Eggerthellaceae_unclassified_SGB14322|t__SGB14322_group	0.00068	0.0	0.00102	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.01431	0.0	0.0	0.0	0.0	0.02613	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.00751	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.00021	0.0	0.00567	0.00344	0.0	0.0	0.0	0.0
Eggerthellaceae_unclassified_SGB14341|t__SGB14341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08674	0.0	0.0	0.0	0.0	0.0	0.07098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthella_lenta|t__SGB14809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01431	0.0	0.0	0.0	0.02138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45432_SGB63101|t__SGB63101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9361_SGB14336|t__SGB14336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gordonibacter_pamelaeae|t__SGB14807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05725	0.01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gordonibacter_sp_An232A|t__SGB14805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phoenicibacter_congonensis|t__SGB957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Raoultibacter_massiliensis|t__SGB33551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00671	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slackia_isoflavoniconvertens|t__SGB14773_group	0.00976	0.01067	0.00805	0.00803	0.04231	0.02543	0.02722	0.05235	0.01412	0.74291	0.05873	1.03048	0.03025	0.01861	0.02246	0.00561	0.0	0.13269	0.0301	0.30557	0.03905	0.01633	0.75678	0.01412	0.0	0.02424	0.01244	0.02428	0.38844	0.02402	0.01373	0.0	0.00117	0.01135	0.0	0.02225	0.02594	0.01716	0.0	0.03929	0.05155	0.1338	0.00734	0.01745	0.01178	0.00633	0.03488	0.01513	0.01447	0.0	0.00517	0.05656
Bacteria_unclassified_SGB41586|t__SGB41586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bacterium_1XD21_13|t__SGB82510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB28904_SGB41597|t__SGB41597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroidaceae_bacterium|t__SGB1404	0.27335	0.06	0.0	0.01479	0.30106	0.22973	0.07546	0.20664	0.26054	0.18489	0.0	0.01359	0.04375	0.17646	0.0	0.19057	0.00688	0.10836	0.09629	0.0	0.06178	0.20082	0.06392	0.05225	0.0	0.0	0.14626	0.06714	0.04023	0.1193	0.0	0.0	0.0	0.0	0.0	0.06276	0.04932	0.02755	0.0	0.0	0.0	0.15664	0.12309	0.03681	0.0	0.02048	0.0	0.28064	0.36292	0.07725	0.1369	0.00233
Bacteroidaceae_bacterium|t__SGB1415	0.0	0.0	0.0	0.0	0.21494	0.17677	0.0	0.00884	0.0	0.0	0.0	0.0	0.0	0.23111	0.0	0.0	0.0	0.0	0.0	0.0	0.01414	0.01437	0.0	0.0	0.0	0.0	0.0	0.18028	0.0	0.63367	0.0	0.0	0.0	0.0	0.0	0.3103	0.0	0.0	0.0	0.0	0.0	0.01284	0.04883	0.0	0.23406	0.00062	0.0	0.0	0.0	0.0	0.0	0.18324
Bacteroidaceae_bacterium|t__SGB1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroidaceae_bacterium|t__SGB1472	0.27666	0.11201	0.0	0.43508	2.259	0.04913	0.04189	0.27126	0.29337	0.0306	0.0	0.42766	0.0	0.0	0.0	0.1858	0.09559	0.50978	0.0	0.0	0.06029	0.37087	0.51346	0.41492	0.0	0.0	0.28294	0.55945	0.0	0.0	0.0	0.0	0.99329	0.0	0.0	2.05125	1.13004	1.26494	0.0	0.0	0.03299	0.58833	0.10247	2.06653	0.56971	0.0802	0.0	0.33632	0.2439	0.0	0.0	0.0001
Bacteroidaceae_bacterium|t__SGB1473	0.0	0.0	0.0	0.0	1.19609	0.15115	0.0	0.0	0.0	0.0	0.0	0.91662	0.0	0.0	0.0	4.8312	2.42582	0.0	0.0	0.54247	4.29708	0.0	0.0	0.0	0.0	0.0	4.16955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0132	0.0	0.0	0.0	0.0	0.0	0.0	0.01063
Bacteroidaceae_bacterium|t__SGB1474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83827	2.37673	0.84509	0.62985	0.0	0.0	0.0	0.0	0.0	0.80058	15.0753	0.0	0.0	0.0	0.0	0.01969	0.0	0.0	0.0	2.66138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69353	1.00858	0.0	0.0	0.0	8.17957	0.0	0.0	0.0	0.0	0.0	0.0775
Bacteroidaceae_bacterium|t__SGB1475	0.0	1.78875	0.0	0.0	0.0	3.32725	0.0	6.60853	0.0	0.0	0.0	0.96339	0.03684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64221	0.02832	0.0	0.0	0.0	0.0	0.10615	0.13826	0.0	0.0	0.0	4.06944	0.0	0.0	0.00835	0.01255	1.29619	0.0	0.0	0.0	0.0	0.12238	0.69072	1.487	0.0	0.0	4.98341	2.37557	0.0	2.65491	0.00872
Bacteroidaceae_bacterium|t__SGB1478	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23727	0.01328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroidaceae_bacterium|t__SGB1487	0.0	0.0	0.0	0.0	0.0	0.08351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3431	0.04062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071
Bacteroidaceae_bacterium|t__SGB1488	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0781
Bacteroides_caccae|t__SGB1877	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01812	0.0	0.0	0.0	0.0	0.01405	0.0	0.0	0.0476	0.33489	0.0	0.0	0.0	0.00049	0.0	0.00933	1.1608	0.36965	0.0	1.86318	0.0	0.00277	0.0237	0.0	2.67397	0.35866	0.01058	0.0	0.0	0.01177	0.01909	0.0	0.0	0.0	0.02199	0.0	0.00057	0.0
Bacteroides_cellulosilyticus|t__SGB1844	0.0	0.0	0.0	0.0	0.01442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03153	0.35183	0.0	0.0	0.0	0.01315	0.0	0.0	0.0	0.0	0.93731	0.63078	0.0	0.0	0.0	0.0	0.0108	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.006	0.0	0.20697	0.0	0.0
Bacteroides_clarus|t__SGB1832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01271	0.0	0.14436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.49326	4.8637	0.0	0.00071	0.0	0.0	0.0	0.04661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0
Bacteroides_eggerthii|t__SGB1829	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.03248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00936	0.0	0.08546	0.01264	0.01176	0.0	0.00935	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0
Bacteroides_faecis|t__SGB1860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45597	0.0	0.01812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37357	0.21384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_finegoldii|t__SGB1862	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57723	0.0	0.01248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00039	0.0	0.0
Bacteroides_fragilis|t__SGB1853	0.0	0.0	0.0	0.0	0.0	0.05189	0.0	0.0	0.0	0.0	0.0	0.01529	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_fragilis|t__SGB1855_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42479	0.0	0.12437	0.0	0.0	0.0	0.05176	0.0	0.02924	0.0	0.0	0.0	0.02309	0.0	0.0	0.0	0.00445	0.0	1.34118	0.62991	0.0	0.0	0.0	15.02295	0.05026	0.0	0.0	0.00868	0.0	0.0	0.00077	0.0	0.11348	0.0	0.0	0.29936	0.0	0.0	0.0	0.0
Bacteroides_intestinalis|t__SGB1846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01088	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48179	0.0	0.0
Bacteroides_nordii|t__SGB1858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06425	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00682	0.0	0.0
Bacteroides_ovatus|t__SGB1871	0.0	0.00892	0.03068	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.84447	0.0	0.09544	0.0	0.31659	0.0	0.0	0.0	0.08336	0.00419	0.0	0.0	0.01732	0.0	0.45771	1.00785	0.0	0.0	0.0	0.0	0.64213	0.2177	0.00302	0.01211	17.50702	0.03929	0.08427	0.0	3.12834	0.5045	0.0	0.00011	0.0	0.0	0.04391	0.0	0.01993	0.03991	0.00293	0.00135	0.0	0.0
Bacteroides_salyersiae|t__SGB1857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1588	0.0	0.02965	0.0	0.08779	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.01362	0.0	0.0	0.60533	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_sp_AF16_49|t__SGB1840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.0
Bacteroides_sp_Marseille_P3684|t__SGB1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_stercoris|t__SGB1830_group	0.02556	0.02515	0.11476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09639	0.0	0.0	0.0	0.06766	0.0	0.00156	0.0	0.0	0.0	0.0	0.04919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09987	0.0	0.45552	0.04184	0.0	0.0	0.0	0.00063	0.0	12.76947	1.09829	0.0	0.0	0.0	0.0	0.0	0.0	0.01596	0.0	0.0	0.0	0.0	0.0
Bacteroides_thetaiotaomicron|t__SGB1861	0.0	0.00012	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.00201	1.97803	0.0	0.10271	0.0	0.04174	0.0	0.0	0.0	0.0	0.01334	0.0	0.0	0.0	0.70241	0.07585	0.31925	0.0	0.0	0.0	0.0	0.68375	0.16275	0.0	0.53337	4.79978	0.0	0.02203	0.0	0.0	0.00593	0.07556	0.0	0.0	0.0	0.0	0.0	0.02991	0.05343	0.0	0.29464	0.0	0.0
Bacteroides_uniformis|t__SGB1836_group	0.02001	0.00267	0.05149	0.0046	0.00775	0.04992	0.0	0.00366	0.04315	0.00329	0.14002	0.08651	0.14949	0.00308	0.36233	0.00733	0.02144	0.01308	0.28424	0.3156	0.00122	0.03142	1.42007	0.18339	0.0	6.93281	0.0218	0.0021	0.21541	0.22035	10.91514	3.25696	0.00652	2.14918	0.0	0.01785	0.41866	0.01621	3.49909	0.50154	0.31897	0.63441	0.0	0.00953	0.22815	0.00812	0.25478	0.08251	0.00107	2.87295	0.01077	0.0
Bacteroides_xylanisolvens|t__SGB1867	0.00475	0.00858	0.03323	0.00327	0.00386	0.06196	0.0	0.0	0.0	0.0	0.03973	0.0	0.00466	0.01008	0.00597	0.0	0.0	0.0	0.0103	0.01159	0.0	0.01712	0.02005	0.00553	0.0	0.0	0.0	0.0	0.00391	0.20122	0.0	0.0117	0.0065	1.07818	0.0	0.0	0.00644	0.00108	0.0	0.0	0.01923	0.0	0.0	0.00038	0.00316	0.0	0.00407	0.00136	0.00993	0.0	0.0	0.0
GGB1380_SGB1883|t__SGB1883_group	0.0	0.0	0.0	0.46134	0.04427	0.03462	0.01242	0.06292	0.04796	0.01545	0.0	0.23398	0.0	0.0	0.0	0.02696	0.03789	0.00964	0.61046	0.06403	0.02683	0.0	0.06705	0.00408	0.0	0.0	0.0	0.12758	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.00585	0.0	0.04181	0.0	0.0	0.0	0.08916	0.03805	0.00624	0.0	0.14086	0.13356	0.0	0.0	0.0	0.18549	0.00079
Bacteroidales_bacterium|t__SGB1370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21135
Bacteroidales_bacterium|t__SGB2021	0.0	0.0	0.2737	0.0	1.04081	1.98393	0.0	0.13523	0.0	0.0	0.0	0.17688	0.0	0.00155	0.0	1.10612	0.0	1.37478	0.0	0.0	0.26558	0.0	0.76201	0.0	0.0	0.0	0.0	0.90383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25343	0.0	0.0	0.0	2.99734	0.50181	0.23989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93045
Bacteroidales_unclassified_SGB2076|t__SGB2076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01634	0.0	0.0	0.0	0.0	0.12998	0.0	0.0	0.0	0.0	0.0	0.0	0.06869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0989
GGB12851_SGB19976|t__SGB19976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30178
GGB1460_SGB2023|t__SGB2023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB1495_SGB2071|t__SGB2071	0.0	0.36918	0.0	0.31451	0.22317	0.27077	0.15472	0.11812	1.64046	0.14227	2.57173	1.00039	0.1731	0.0634	1.5317	0.07764	0.00741	0.95568	0.36847	0.0	0.0491	0.0	0.23721	0.85	4.38469	0.0	0.36586	0.02472	0.0	2.05994	0.0	0.0	0.0	0.0	0.0	0.08152	1.11818	0.19419	0.0	0.0	0.77512	0.0	0.49532	0.15089	0.44272	1.45591	0.0	0.0	0.88878	0.0	0.40044	0.03545
GGB1538_SGB2121|t__SGB2121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phocaeicola_coprophilus|t__SGB1888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08507	0.0	0.0
Phocaeicola_dorei|t__SGB1815	0.0	0.0	0.0	0.03441	0.05548	0.0	0.0	0.01769	0.0	0.0	0.3362	0.0	0.0354	0.0	0.00226	0.0	0.0	0.06053	0.0	0.0682	0.0	0.00305	0.04456	1.82209	1.32117	2.001	0.0	0.0	0.0197	0.02547	0.0	1.49304	0.0	0.0	5.48209	0.00997	0.01698	0.17021	3.15148	1.09453	0.025	0.03556	0.0	0.17986	0.00118	0.00447	0.02982	0.00478	0.01136	0.21039	0.0002	0.0
Phocaeicola_massiliensis|t__SGB1812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phocaeicola_plebeius|t__SGB1903_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.50556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79773	0.0	0.0
Phocaeicola_vulgatus|t__SGB1814	0.02969	0.07222	0.08911	0.24623	0.04902	0.01058	0.00514	0.02537	1.10758	0.05036	6.11529	0.04988	2.07743	0.05458	1.85066	0.00891	0.04234	0.00796	3.18557	0.05177	0.0117	0.0784	0.40281	0.00984	0.0	4.28813	0.0	0.05648	0.35777	0.21935	5.30545	1.52672	0.01014	16.37856	24.4342	0.09691	0.07656	0.02364	5.62649	3.91337	0.04878	0.34099	0.0	0.62045	0.09287	0.01236	0.02173	0.11328	0.02021	0.57319	0.03852	0.0
Barnesiella_intestinihominis|t__SGB1965	0.00185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204	0.0	0.0	0.0	0.00255	0.10421	0.0	0.0	0.00591	0.00349	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0045	0.0	1.20314	0.0	0.00723	0.0	0.8286	2.15455	0.0	0.0	0.0	0.00951	0.00061	0.0	0.03697	0.07104	0.0	0.03346	0.0	0.0
