sample	P057	P054	P052	P050	P049	P048	P047	P046	P044	P043	P042	P040	P039	P037	P036	P035	P034	P029	P028	P027	P022	P019	P016	P015	P014	P013	P011	P009	P007	P006	P004	P003	P002	MSM_L2_F7	MSM_L2_F6	MSM_L2_F5	MSM_L2_F4	MSM_L2_F3	MSM_L2_F2	MSM_L2_F1	MSM_L2_E9	MSM_L2_E8	MSM_L2_E7	MSM_L2_E6	MSM_L2_E5	MSM_L2_E4	MSM_L2_E3	MSM_L2_E2	MSM_L2_E1	MSM_L2_E12	MSM_L2_E11	MSM_L2_E10	MSM_L2_D9	MSM_L2_D8	MSM_L2_D7	MSM_L2_D6	MSM_L2_D5	MSM_L2_D4	MSM_L2_D3	MSM_L2_D2	MSM_L2_D1	MSM_L2_D12	MSM_L2_D11	MSM_L2_D10	MSM_L2_C9	MSM_L2_C8	MSM_L2_C7	MSM_L2_C6	MSM_L2_C2	MSM_L2_C1	MSM_L2_C12	MSM_L2_B9	MSM_L2_B8	MSM_L2_B6	MSM_L2_B5	MSM_L2_B12	MSM_L2_B11	MSM_L2_A8	MSM_L2_A5	MSM_L2_A1	MSM_L2_A12	MSM_L2_A10	MSM_L1_D8	MSM_L1_D5	MSM_L1_D4	MSM_L1_D3	MSM_L1_D1	MSM_L1_D12	MSM_L1_D10	MSM_L1_C7	MSM_L1_C6	MSM_L1_C3	MSM_L1_C2	MSM_L1_B9	MSM_L1_B8	MSM_L1_B6	MSM_L1_B5	MSM_L1_B3	MSM_L1_B2	MSM_L1_B1	MSM_L1_B11	MSM_L1_B10	MSM_L1_A9	MSM_L1_A7	MSM_L1_A6	MSM_L1_A5	MSM_L1_A12	MSM_L1_A10	KHK8	KHK59	KHK58	KHK57	KHK56	KHK55	KHK54	KHK53	KHK52	KHK51	KHK4	KHK48	KHK46	KHK44	KHK43	KHK3	KHK39	KHK37	KHK36	KHK35	KHK34	KHK33	KHK2	KHK29	KHK28	KHK25	KHK24	KHK1	KHK19	KHK16	KHK11
Schaalia_turicensis|t__SGB17195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.00525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30867	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trueperella_pyogenes|t__SGB17137	0.0	0.0	0.0	0.0	0.00147	0.0	0.00398	0.00074	0.0	0.0	0.0	0.0	0.0	0.00348	0.00014	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	0.00251	0.0	0.00197	0.00189	0.00105	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.00209	0.0	0.01188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00235	0.0271	0.01433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00539	0.0	0.00646	0.00305	0.0	0.00061	0.0	0.0	0.0	0.0	0.00033	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.00727	0.0	5e-05	0.0	8e-05	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.07491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.00445	0.0	0.00358	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0
Alloscardovia_omnicolens|t__SGB17300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_adolescentis|t__SGB17244	0.0	0.09138	0.04242	0.0	0.0	0.09462	0.38965	0.10386	0.19543	0.0	0.0	0.00173	0.0	0.08375	0.30107	0.0	0.08962	0.0	0.0	0.0	1.32522	0.42821	0.08266	0.0048	2.43274	0.21321	0.03391	0.04103	0.30498	0.00072	0.05112	0.43797	0.18353	0.20386	0.03501	1.24177	0.07769	1.15914	0.82184	0.34809	0.0	0.00647	0.07247	0.06289	0.0	0.04677	0.0	0.0	0.0	0.0	0.04851	0.20543	0.01616	0.19422	0.0	0.0	0.0	0.0	0.00072	0.0	0.07496	0.09967	0.43541	0.12003	1.50091	0.06583	0.0	0.0	0.49019	0.0915	0.26681	0.0	0.80275	0.10338	0.07889	0.0	0.0	0.62663	0.4053	0.0	0.20666	0.24364	0.0	0.0	0.07948	0.0	0.0	0.07927	0.28992	0.0	0.28268	0.58496	0.00091	0.16532	0.0	0.30794	5.78552	0.0	0.0	0.0	0.0	0.01186	0.91555	0.0	0.0	0.0	0.0	0.00964	2.63829	0.0	0.0	0.05149	0.19451	0.28224	0.54777	0.0	0.05713	0.0	0.23614	0.0	0.0	0.0501	0.0	0.25911	0.0	0.0	0.70622	0.03979	0.71918	3.67135	0.00941	1.99802	0.0	2.10003	0.0	3.46311	0.01366	0.0	0.0
Bifidobacterium_angulatum|t__SGB17231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_animalis|t__SGB17278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08253	0.0	0.03696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_bifidum|t__SGB17256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14261	0.0	0.0	0.0	0.0	0.0	0.06205	0.0	0.0	0.01237	0.0	0.0393	0.33769	0.2238	0.0	0.0	0.0	0.0	0.16805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09898	0.0	0.10595	0.0	0.0	0.0
Bifidobacterium_breve|t__SGB17247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22984	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00606	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_catenulatum|t__SGB17241	0.13082	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.81084	0.0	1.62568	0.01496	0.0	0.0	0.0	0.0	0.0	0.31232	0.0	0.0	0.51326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0635	0.00305	0.0	0.06972	0.0	0.0	0.0	0.81732	0.0	0.07306	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.10937	0.0038	0.0	0.86574	0.0	0.0	1.35516	0.01226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34988	0.01679	0.01585	0.00437	0.0	0.00478	0.0	0.0	0.0	0.01987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02263	0.0	0.07795	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	0.0	0.91134	0.0	0.0	0.0	0.01279	0.0	0.0	1.71212	0.08181	0.0	0.0	0.0	0.0	0.0	0.01175	0.12524	0.0
Bifidobacterium_dentium|t__SGB17234	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00279	0.0024	0.0	0.0	0.00689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0491	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.00352	0.0	0.0	0.0
Bifidobacterium_longum|t__SGB17248	0.0092	0.05369	0.00632	0.0	0.0	0.04018	0.00067	0.06731	0.0	0.12217	0.31008	0.31055	0.00959	0.0	0.00017	0.00089	0.08156	0.0	0.0	0.07358	0.0	0.03459	0.0	0.01682	0.24198	1.99054	0.0793	0.00415	0.01494	0.00326	0.01384	0.31254	0.00611	0.54972	0.19634	0.20149	0.02326	0.30246	1.6849	0.10434	0.0	0.0	0.0	0.03896	0.00918	0.00576	0.0	0.0	0.0	0.03914	0.0	0.21398	0.00253	0.0	0.13422	0.309	0.43397	0.29622	0.0105	0.0	0.0	0.05216	0.00134	0.08618	0.0418	0.01893	0.0	6.29942	0.52212	0.00247	0.0	0.0	0.0357	0.0	0.00034	0.0	0.02832	0.06061	0.00534	0.0	0.0	0.0	0.0	0.0	3.73426	0.01204	0.0	0.00233	0.11271	0.0	0.3512	0.04899	0.0	0.09359	0.0	2.41105	1.07391	0.46967	0.0	12.44924	0.0	0.05481	0.17205	0.0	7.07018	0.01047	0.0	0.00503	0.0	0.0	0.0	0.06027	0.17513	0.00638	0.04098	0.0	0.0	0.0	0.05523	0.13699	0.00243	0.0	2.19396	0.00996	0.0	0.26463	0.10022	0.0	0.07478	0.35127	0.0585	0.04827	0.0	0.15213	0.0	0.40367	0.01428	0.0	0.00581
Bifidobacterium_pseudocatenulatum|t__SGB17237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316	0.0	0.0	0.0	0.0	0.01373	0.0	0.0	1.42907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66822	0.0	0.0	0.0	0.62789	0.0	0.1298	0.0	0.0	0.0	0.0	0.05561	0.0	0.23253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02351	0.0	0.0	0.0
Bifidobacterium_pullorum|t__SGB17264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64954	0.0	0.0	0.0	0.01194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_scardovii|t__SGB17257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gardnerella_vaginalis|t__SGB17302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00249
Gardnerella_vaginalis|t__SGB17305	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gardnerella_vaginalis|t__SGB17307	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gardnerella_vaginalis|t__SGB17309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gardnerella_vaginalis|t__SGB7097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parascardovia_denticolens|t__SGB17291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scardovia_inopinata|t__SGB15493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
